station_id,sensor_id,"latitude (degree)","longitude (degree)",date_time,"http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -150.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -40.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -80.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -2.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -10.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -20.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -200.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -60.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -100.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -250.0 m)","http://mmisw.org/ont/cf/parameter/sea_water_temperature (degree_Fahrenheit)( -5.0 m)"
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-08T00:00:00Z,49.89227390289301,55.70606021881093,53.704301452636685,55.877357673644894,55.87713794708242,55.87684097290031,48.10529098510733,54.896675109863224,52.47745990753168,46.71331462860098,55.87858848571767
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-09T00:00:00Z,50.76823101043692,55.33263492584223,54.39425830841054,55.51640872955312,55.519891738891545,55.52745342254633,48.3780986785888,54.91992321014396,53.66428203582751,47.388863945007245,55.519618797302144
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-10T00:00:00Z,50.57652816772452,56.091882896423215,54.18198528289787,56.08401050567619,56.10371379852285,56.238215637206906,48.27033481597891,55.20653419494619,53.05579051971432,46.72841224670401,56.08923244476313
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-11T00:00:00Z,50.242518043517975,56.0574579238891,53.95960483551022,56.11217498779291,56.11654205322253,56.22069759368884,48.17905387878409,55.10100021362297,52.84634819030754,46.581389427185,56.115807342529195
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-12T00:00:00Z,49.99631958007802,56.053942298889126,53.584222602844136,56.2562349319457,56.260749626159566,56.28907375335683,48.057497024536076,54.799667549133176,52.40650882720939,46.71243572235102,56.25884761810295
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-13T00:00:00Z,51.21688518524161,55.18652362823474,53.823283386230344,55.21423835754382,55.221882438659634,55.216492271423306,48.76737174987784,54.59300956726071,53.498088073730344,46.70702495574943,55.22082328796381
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-14T00:00:00Z,50.716366958618096,55.45595817565908,54.5344335556029,55.46585960388171,55.469867897033566,55.47053565978996,47.825414276122956,55.236659049987736,53.79158782958979,46.3602706909179,55.46819419860827
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-15T00:00:00Z,50.61369457244865,55.610752105712834,54.073203468322674,55.732039451599064,55.73957366943347,55.743281555175656,48.20369586944571,54.96012287139882,53.2354478836059,46.31761369705191,55.73681163787836
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-16T00:00:00Z,50.265228843688874,56.004352760314816,54.29570751190175,55.808401298522824,55.811647415161076,55.88999023437492,47.7733133316039,55.41460666656491,53.157481002807515,45.990494918823174,55.812097167968716
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-17T00:00:00Z,50.36979980468743,55.525499916076626,53.60436878204342,54.91858081817617,54.91738433837878,55.007712554931516,47.569858551025334,54.805749511718716,52.82565441131584,45.67006063461298,54.92163810729977
urn:ioos:station:UCSC,urn:ioos:sensor:UCSC:temp,36.5833,-122.175,2019-02-18T00:00:00Z,49.871775817871026,55.69306201934802,52.96564426422111,55.29880390167233,55.30838947296132,55.31840248107898,47.2096477508544,54.25337066650383,51.94272785186757,46.028554821014325,55.30564804077136
